Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1953,1,Sun,UNK,13,CHI,9,September 27,H,164,334,3,8
1953,1,Sun,UNK,13,WAS,24,September 27,A,334,225,6,3
1953,1,Sun,DET,38,PIT,21,September 27,H,432,319,1,3
1953,1,Sun,UNK,21,NYG,7,September 27,H,334,192,3,3
1953,1,Sun,GB,0,CLE,27,September 27,A,148,366,4,3
1953,1,Sun,SF,31,PHI,21,September 27,H,383,310,4,4
1953,2,Fri,PHI,21,WAS,21,October 2,T,315,228,5,2
1953,2,Sat,UNK,17,DET,27,October 3,A,286,271,5,7
1953,2,Sat,PIT,24,NYG,14,October 3,H,208,205,2,5
1953,2,Sun,GB,13,CHI,17,October 4,A,270,220,5,4
1953,2,Sun,SF,31,UNK,30,October 4,H,296,387,3,2
1953,2,Sun,UNK,7,CLE,27,October 4,A,239,343,5,2
1953,3,Sat,CLE,37,PHI,13,October 10,H,416,415,3,5
1953,3,Sun,PIT,31,UNK,28,October 11,H,354,233,5,5
1953,3,Sun,CHI,14,UNK,16,October 11,A,235,327,5,2
1953,3,Sun,DET,24,SF,21,October 11,H,291,135,4,5
1953,3,Sun,GB,20,UNK,38,October 11,A,278,412,4,2
1953,3,Sun,WAS,13,NYG,9,October 11,H,309,139,4,7
1953,4,Sat,PHI,23,PIT,7,October 17,H,326,168,1,3
1953,4,Sun,DET,19,UNK,31,October 18,A,426,391,4,1
1953,4,Sun,NYG,21,UNK,7,October 18,H,219,155,3,4
1953,4,Sun,WAS,14,CLE,30,October 18,A,246,403,3,1
1953,4,Sun,GB,37,UNK,14,October 18,H,337,193,3,7
1953,4,Sun,CHI,28,SF,35,October 18,A,265,379,4,3
1953,5,Sat,PIT,31,GB,14,October 24,H,351,125,2,1
1953,5,Sun,NYG,0,CLE,7,October 25,A,133,178,3,2
1953,5,Sun,UNK,17,PHI,56,October 25,A,195,542,4,3
1953,5,Sun,UNK,38,CHI,24,October 25,H,525,376,1,6
1953,5,Sun,UNK,27,WAS,17,October 25,H,329,296,3,6
1953,5,Sun,SF,10,DET,14,October 25,A,351,239,2,0
1953,6,Sat,UNK,24,GB,35,October 31,A,268,404,2,2
1953,6,Sun,PIT,7,PHI,35,November 1,A,262,422,5,1
1953,6,Sun,CLE,27,WAS,3,November 1,H,379,298,1,6
1953,6,Sun,UNK,37,DET,24,November 1,H,392,255,4,4
1953,6,Sun,SF,24,CHI,14,November 1,H,495,273,4,2
1953,6,Sun,UNK,20,NYG,23,November 1,A,311,228,6,5
1953,7,Sat,DET,17,UNK,7,November 7,H,318,233,2,6
1953,7,Sun,WAS,28,UNK,17,November 8,H,367,241,2,2
1953,7,Sun,UNK,27,SF,31,November 8,A,333,414,3,4
1953,7,Sun,PHI,30,NYG,7,November 8,H,514,92,2,3
1953,7,Sun,CLE,34,PIT,16,November 8,H,422,356,4,2
1953,7,Sun,CHI,21,GB,21,November 8,T,288,331,3,2
1953,8,Sun,CLE,23,SF,21,November 15,H,457,336,2,3
1953,8,Sun,NYG,10,PIT,14,November 15,A,323,247,2,1
1953,8,Sun,GB,7,DET,14,November 15,A,361,295,5,5
1953,8,Sun,PHI,45,UNK,14,November 15,H,497,222,8,6
1953,8,Sun,UNK,24,UNK,24,November 15,T,349,291,3,3
1953,8,Sun,WAS,24,CHI,27,November 15,A,291,354,4,5
1953,9,Sat,PHI,38,UNK,0,November 21,H,491,111,4,4
1953,9,Sun,CHI,16,DET,20,November 22,A,335,417,5,2
1953,9,Sun,NYG,21,WAS,24,November 22,A,371,253,3,3
1953,9,Sun,GB,7,SF,37,November 22,A,216,353,6,1
1953,9,Sun,UNK,13,UNK,21,November 22,A,254,495,4,4
1953,9,Sun,PIT,16,CLE,20,November 22,A,288,235,3,1
1953,10,Thu,DET,34,GB,15,November 26,H,351,227,7,6
1953,10,Sun,PIT,9,WAS,17,November 29,A,285,216,4,3
1953,10,Sun,CHI,24,UNK,21,November 29,H,303,356,1,4
1953,10,Sun,CLE,27,UNK,16,November 29,H,358,374,1,2
1953,10,Sun,NYG,37,PHI,28,November 29,H,307,383,0,7
1953,10,Sun,UNK,21,SF,38,November 29,A,234,368,4,3
1953,11,Sat,UNK,45,UNK,2,December 5,H,334,70,4,3
1953,11,Sun,UNK,17,PIT,21,December 6,A,212,210,4,3
1953,11,Sun,WAS,10,PHI,0,December 6,H,275,137,4,5
1953,11,Sun,DET,13,CHI,7,December 6,H,309,247,4,6
1953,11,Sun,CLE,62,NYG,14,December 6,H,495,283,1,4
1953,11,Sun,SF,48,GB,14,December 6,H,291,284,2,6
1953,12,Sat,UNK,33,GB,17,December 12,H,463,239,9,4
1953,12,Sun,CHI,17,UNK,24,December 13,A,398,288,2,3
1953,12,Sun,NYG,16,DET,27,December 13,A,268,354,5,2
1953,12,Sun,PHI,42,CLE,27,December 13,H,459,339,1,3
1953,12,Sun,SF,45,UNK,14,December 13,H,597,136,4,3
1953,12,Sun,WAS,13,PIT,14,December 13,A,230,351,7,2
1953,ConfChamp,,DET,17,CLE,16,December 27,H,293,191,4,4
