Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1960,1,Fri,UNK,21,UNK,43,September 23,A,238,430,6,5
1960,1,Sat,DAL,28,PIT,35,September 24,A,395,475,4,1
1960,1,Sun,GB,14,CHI,17,September 25,A,230,306,3,4
1960,1,Sun,SF,19,NYG,21,September 25,A,335,278,1,2
1960,1,Sun,UNK,20,WAS,0,September 25,H,344,113,1,3
1960,1,Sun,PHI,24,CLE,41,September 25,A,406,396,4,0
1960,2,Fri,DAL,25,PHI,27,September 30,A,339,301,5,5
1960,1,Sun,GB,28,DET,9,October 2,H,364,272,3,1
1960,2,Sun,CLE,28,PIT,20,October 2,H,428,406,0,2
1960,2,Sun,UNK,42,CHI,7,October 2,H,375,318,0,8
1960,2,Sun,UNK,14,NYG,35,October 2,A,222,405,5,6
1960,2,Sun,SF,13,UNK,9,October 2,H,284,199,1,1
1960,2,Sun,DET,10,SF,14,October 9,A,232,283,1,1
1960,3,Sun,PIT,17,NYG,19,October 9,A,312,323,4,5
1960,3,Sun,PHI,31,UNK,27,October 9,H,293,364,3,6
1960,3,Sun,WAS,26,DAL,14,October 9,H,362,331,1,4
1960,3,Sun,GB,35,UNK,21,October 9,H,217,409,0,6
1960,3,Sun,CHI,34,UNK,27,October 9,H,457,102,3,2
1960,3,Sun,PHI,28,DET,10,October 16,H,329,276,2,6
1960,3,Sun,DAL,7,CLE,48,October 16,A,167,282,6,1
1960,4,Sun,PIT,27,UNK,14,October 16,H,237,295,0,6
1960,4,Sun,CHI,27,SF,10,October 16,H,231,298,0,2
1960,4,Sun,NYG,24,WAS,24,October 16,T,286,229,4,1
1960,4,Sun,UNK,31,UNK,17,October 16,H,326,347,2,4
1960,4,Sun,GB,41,SF,14,October 23,H,455,163,1,2
1960,4,Sun,CLE,29,PHI,31,October 23,A,451,428,0,2
1960,5,Sun,WAS,27,PIT,27,October 23,T,367,384,2,2
1960,5,Sun,UNK,12,DAL,10,October 23,H,306,175,3,2
1960,5,Sun,DET,30,UNK,17,October 23,H,300,332,0,3
1960,5,Sun,UNK,24,CHI,24,October 23,T,220,337,1,2
1960,5,Sun,PIT,13,GB,19,October 30,A,308,343,5,2
1960,5,Sun,WAS,10,CLE,31,October 30,A,259,281,4,0
1960,5,Sun,UNK,48,DET,35,October 30,H,282,483,1,8
1960,6,Sun,SF,25,CHI,7,October 30,H,320,255,0,2
1960,6,Sun,NYG,13,UNK,20,October 30,A,225,260,8,3
1960,6,Sun,DAL,7,UNK,45,October 30,A,147,493,6,1
1960,6,Sun,SF,0,DET,24,November 6,A,232,313,3,0
1960,6,Sun,CLE,13,NYG,17,November 6,A,95,314,3,2
1960,6,Sun,PHI,34,PIT,7,November 6,H,487,212,0,3
1960,7,Sun,UNK,38,GB,24,November 6,H,404,426,2,6
1960,7,Sun,DAL,13,UNK,38,November 6,A,225,500,4,1
1960,7,Sun,UNK,44,WAS,7,November 6,H,499,178,2,4
1960,7,Sun,NYG,27,PIT,24,November 13,H,365,330,3,3
1960,7,Sun,CLE,28,UNK,27,November 13,H,402,385,3,3
1960,7,Sun,CHI,20,UNK,24,November 13,A,292,298,5,4
1960,7,Sun,DET,12,UNK,10,November 13,H,232,245,3,3
1960,7,Sun,PHI,19,WAS,13,November 13,H,247,237,4,4
1960,8,Sun,GB,41,DAL,7,November 13,H,391,260,2,5
1960,8,Sun,NYG,10,PHI,17,November 20,A,358,264,4,0
1960,8,Sun,PIT,14,CLE,10,November 20,H,323,413,2,0
1960,8,Sun,GB,31,UNK,33,November 20,A,384,205,5,2
1960,8,Sun,CHI,28,DET,7,November 20,H,333,147,2,2
1960,9,Sun,DAL,14,SF,26,November 20,A,282,313,7,2
1960,9,Sun,WAS,14,UNK,26,November 20,A,154,515,5,5
1960,9,Thu,DET,23,GB,10,November 24,H,291,181,1,2
1960,9,Sun,UNK,17,CLE,17,November 27,T,322,274,6,2
1960,9,Sun,UNK,22,SF,30,November 27,A,428,356,6,0
1960,9,Sun,PHI,31,NYG,23,November 27,H,211,337,3,5
1960,9,Sun,CHI,17,DAL,7,November 27,H,279,218,3,2
1960,10,Sun,PIT,22,WAS,10,November 27,H,394,181,3,3
1960,10,Sun,CHI,13,GB,41,December 4,A,321,443,3,0
1960,10,Sun,CLE,27,WAS,16,December 4,H,326,178,3,2
1960,10,Sun,UNK,7,SF,23,December 4,A,263,344,4,0
1960,10,Sun,UNK,15,DET,20,December 4,A,387,302,5,3
1960,11,Sun,NYG,31,DAL,31,December 4,T,327,328,3,2
1960,11,Sun,UNK,6,PHI,20,December 4,A,190,268,2,1
1960,11,Sat,SF,0,GB,13,December 10,A,81,292,2,1
1960,11,Sun,CLE,42,CHI,0,December 11,H,215,193,1,8
1960,11,Sun,WAS,3,NYG,17,December 11,A,103,51,5,3
1960,11,Sun,PIT,27,PHI,21,December 11,H,484,308,6,3
1960,11,Sun,UNK,10,UNK,3,December 11,H,248,272,2,3
1960,12,Sun,DET,23,DAL,14,December 11,H,343,286,3,3
1960,12,Sat,UNK,21,GB,35,December 17,A,422,299,4,0
1960,12,Sun,WAS,28,PHI,38,December 18,A,383,408,4,3
1960,12,Sun,DET,36,CHI,0,December 18,H,201,143,2,2
1960,12,Sun,UNK,38,PIT,7,December 18,H,379,180,1,4
1960,12,Sun,SF,34,UNK,10,December 18,H,251,177,2,3
1960,12,Sun,NYG,34,CLE,48,December 18,A,425,411,4,4
1960,ConfChamp,,PHI,17,GB,13,December 26,H,296,401,3,1
