Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1996,1,Sun,STL,26,CIN,16,September 1,H,209,242,3,5
1996,1,Sun,DEN,31,NYJ,6,September 1,H,367,188,3,4
1996,1,Sun,CAR,29,ATL,6,September 1,H,315,281,1,1
1996,1,Sun,MIN,17,DET,13,September 1,H,311,435,0,5
1996,1,Sun,TB,3,GB,34,September 1,A,176,406,6,2
1996,1,Sun,JAC,24,PIT,9,September 1,H,313,187,2,2
1996,1,Sun,UNK,19,KC,20,September 1,A,263,248,1,2
1996,1,Sun,NYG,20,BUF,23,September 1,A,231,410,1,2
1996,1,Sun,MIA,24,NE,10,September 1,H,322,229,1,4
1996,1,Sun,SF,27,NO,11,September 1,H,338,231,0,2
1996,1,Sun,WAS,14,PHI,17,September 1,A,220,402,0,3
1996,1,Sun,BAL,19,OAK,14,September 1,H,314,238,1,2
1996,1,Sun,SD,29,SEA,7,September 1,H,377,357,0,4
1996,1,Sun,IND,20,ARI,13,September 1,H,312,310,1,0
1996,1,Mon,CHI,22,DAL,6,September 2,H,304,256,2,4
1996,2,Sun,NO,20,CAR,22,September 8,A,338,225,2,1
1996,2,Sun,SF,34,STL,0,September 8,H,352,105,0,4
1996,2,Sun,PIT,31,BAL,17,September 8,H,397,251,2,3
1996,2,Sun,KC,19,OAK,3,September 8,H,246,296,0,2
1996,2,Sun,JAC,27,UNK,34,September 8,A,370,401,3,1
1996,2,Sun,DET,21,TB,6,September 8,H,234,274,1,4
1996,2,Sun,SEA,20,DEN,30,September 8,A,211,374,3,1
1996,2,Sun,DAL,27,NYG,0,September 8,H,368,105,0,2
1996,2,Sun,ARI,10,MIA,38,September 8,A,203,331,4,1
1996,2,Sun,SD,27,CIN,14,September 8,H,383,249,2,2
1996,2,Sun,WAS,10,CHI,3,September 8,H,249,304,1,2
1996,2,Sun,BUF,17,NE,10,September 8,H,231,293,3,2
1996,2,Sun,ATL,17,MIN,23,September 8,A,324,365,2,2
1996,2,Sun,NYJ,7,IND,21,September 8,A,359,291,2,1
1996,2,Mon,GB,39,PHI,13,September 9,H,432,259,0,4
1996,3,Sun,CHI,14,MIN,20,September 15,A,299,377,3,1
1996,3,Sun,CIN,30,NO,15,September 15,H,319,314,0,4
1996,3,Sun,DAL,24,IND,25,September 15,A,295,321,1,2
1996,3,Sun,NE,31,ARI,0,September 15,H,384,170,0,4
1996,3,Sun,DEN,27,TB,23,September 15,H,374,307,3,2
1996,3,Sun,PHI,24,DET,17,September 15,H,446,233,0,1
1996,3,Sun,GB,42,SD,10,September 15,H,336,141,3,3
1996,3,Sun,OAK,17,JAC,3,September 15,H,331,270,3,2
1996,3,Sun,SEA,17,KC,35,September 15,A,238,323,1,2
1996,3,Sun,MIA,36,NYJ,27,September 15,H,445,378,2,3
1996,3,Sun,NYG,10,WAS,31,September 15,A,286,427,4,1
1996,3,Sun,UNK,29,BAL,13,September 15,H,312,281,0,3
1996,3,Mon,PIT,24,BUF,6,September 16,H,382,185,1,4
1996,4,Sun,STL,10,WAS,17,September 22,A,285,257,3,2
1996,4,Sun,ATL,18,PHI,33,September 22,A,391,318,6,1
1996,4,Sun,CAR,23,SF,7,September 22,H,389,300,1,1
1996,4,Sun,KC,17,DEN,14,September 22,H,306,299,1,2
1996,4,Sun,BUF,10,DAL,7,September 22,H,224,192,2,4
1996,4,Sun,DET,35,CHI,16,September 22,H,394,318,1,2
1996,4,Sun,NO,14,ARI,28,September 22,A,218,432,3,2
1996,4,Sun,MIN,30,GB,21,September 22,H,351,217,4,4
1996,4,Sun,NYJ,6,NYG,13,September 22,A,208,201,2,2
1996,4,Sun,OAK,34,SD,40,September 22,A,553,321,3,0
1996,4,Sun,TB,13,SEA,17,September 22,A,217,322,1,1
1996,4,Sun,NE,28,JAC,25,September 22,H,353,442,2,2
1996,4,Mon,IND,10,MIA,6,September 23,H,277,190,1,0
1996,5,Sun,JAC,24,CAR,14,September 29,H,378,272,2,2
1996,5,Sun,SF,39,ATL,17,September 29,H,396,317,0,4
1996,5,Sun,CIN,10,DEN,14,September 29,A,253,402,1,3
1996,5,Sun,PIT,30,UNK,16,September 29,H,309,273,2,5
1996,5,Sun,WAS,31,NYJ,16,September 29,H,396,443,0,1
