Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1974,1,Sun,ATL,0,DAL,24,September 15,A,108,411,5,2
1974,1,Sun,UNK,21,SD,14,September 15,H,349,411,1,5
1974,1,Sun,NYG,10,WAS,13,September 15,A,158,237,4,2
1974,1,Sun,NO,13,SF,17,September 15,A,278,214,4,3
1974,1,Sun,NE,34,MIA,24,September 15,H,373,310,1,2
1974,1,Sun,KC,24,NYJ,16,September 15,H,290,348,2,6
1974,1,Sun,GB,17,MIN,32,September 15,A,191,262,4,2
1974,1,Sun,DEN,10,UNK,17,September 15,A,156,272,0,2
1974,1,Sun,UNK,7,PHI,3,September 15,H,318,287,3,2
1974,1,Sun,PIT,30,UNK,0,September 15,H,392,166,2,4
1974,1,Sun,CIN,33,CLE,7,September 15,H,342,203,2,1
1974,1,Sun,CHI,17,DET,9,September 15,H,273,156,3,3
1974,1,Mon,BUF,21,OAK,20,September 16,H,306,252,1,2
1974,2,Sun,DEN,35,PIT,35,September 22,T,332,484,3,4
1974,2,Sun,DET,6,MIN,7,September 22,A,162,253,0,2
1974,2,Sun,OAK,27,KC,7,September 22,H,295,172,3,5
1974,2,Sun,UNK,24,NO,0,September 22,H,307,239,1,3
1974,2,Sun,NYG,20,NE,28,September 22,A,308,318,1,0
1974,2,Sun,WAS,10,UNK,17,September 22,A,332,224,2,0
1974,2,Sun,UNK,13,GB,20,September 22,A,282,193,4,2
1974,2,Sun,ATL,10,SF,16,September 22,A,209,272,6,2
1974,2,Sun,BUF,16,MIA,24,September 22,A,264,248,3,3
1974,2,Sun,CHI,21,NYJ,23,September 22,A,315,381,0,1
1974,2,Sun,CIN,17,SD,20,September 22,A,373,303,2,0
1974,2,Sun,CLE,20,UNK,7,September 22,H,342,168,0,6
1974,2,Mon,PHI,13,DAL,10,September 23,H,165,385,3,3
1974,3,Sun,PIT,0,OAK,17,September 29,A,203,247,4,0
1974,3,Sun,NE,20,UNK,14,September 29,H,249,305,2,5
1974,3,Sun,SD,21,MIA,28,September 29,A,392,391,1,2
1974,3,Sun,UNK,7,KC,17,September 29,A,206,172,4,1
1974,3,Sun,GB,21,DET,19,September 29,H,354,290,3,0
1974,3,Sun,DAL,6,NYG,14,September 29,A,333,307,5,1
1974,3,Sun,PHI,30,UNK,10,September 29,H,343,307,1,3
1974,3,Sun,NO,14,ATL,13,September 29,H,196,230,2,3
1974,3,Sun,BUF,16,NYJ,12,September 29,H,223,139,2,3
