Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1981,1,Sat,TB,21,MIN,13,September 5,H,219,443,0,4
1981,1,Sun,ATL,27,NO,0,September 6,H,299,249,4,4
1981,1,Sun,UNK,20,UNK,27,September 6,A,385,309,4,3
1981,1,Sun,NYG,10,PHI,24,September 6,A,230,325,1,2
1981,1,Sun,PIT,33,KC,37,September 6,A,408,353,7,2
1981,1,Sun,DET,24,SF,17,September 6,H,295,297,2,3
1981,1,Sun,DEN,9,OAK,7,September 6,H,358,165,1,3
1981,1,Sun,WAS,10,DAL,26,September 6,A,324,346,6,1
1981,1,Sun,UNK,7,MIA,20,September 6,A,203,292,2,3
1981,1,Sun,NE,28,UNK,29,September 6,A,388,346,3,1
1981,1,Sun,CIN,27,SEA,21,September 6,H,375,290,4,4
1981,1,Sun,CHI,9,GB,16,September 6,A,306,346,4,3
1981,1,Sun,BUF,31,NYJ,0,September 6,H,418,231,1,2
1981,1,Mon,CLE,14,SD,44,September 7,A,419,535,2,0
1981,2,Thu,MIA,30,PIT,10,September 10,H,346,300,1,2
1981,2,Sun,KC,19,TB,10,September 13,H,256,298,0,0
1981,2,Sun,NO,23,UNK,17,September 13,H,304,255,3,4
1981,2,Sun,PHI,13,NE,3,September 13,H,362,283,2,5
1981,2,Sun,WAS,7,NYG,17,September 13,A,349,157,4,2
1981,2,Sun,SD,28,DET,23,September 13,H,367,385,2,2
1981,2,Sun,SEA,13,DEN,10,September 13,H,267,252,2,2
1981,2,Sun,DAL,30,UNK,17,September 13,H,391,404,2,2
1981,2,Sun,GB,17,ATL,31,September 13,A,396,335,5,4
1981,2,Sun,UNK,3,BUF,35,September 13,A,147,430,3,3
1981,2,Sun,SF,28,CHI,17,September 13,H,412,339,2,3
1981,2,Sun,NYJ,30,CIN,31,September 13,A,388,310,1,1
1981,2,Sun,CLE,3,UNK,9,September 13,A,302,209,2,4
1981,2,Mon,MIN,10,OAK,36,September 14,A,269,310,3,1
1981,3,Thu,BUF,14,PHI,20,September 17,A,277,396,3,3
1981,3,Sun,KC,31,SD,42,September 20,A,426,398,8,3
1981,3,Sun,UNK,10,MIA,16,September 20,A,202,257,1,1
1981,3,Sun,NYG,20,NO,7,September 20,H,421,299,2,3
1981,3,Sun,PIT,38,NYJ,10,September 20,H,566,258,1,2
1981,3,Sun,OAK,20,SEA,10,September 20,H,432,390,3,2
1981,3,Sun,UNK,35,GB,23,September 20,H,203,200,3,4
1981,3,Sun,MIN,26,DET,24,September 20,H,406,404,3,2
1981,3,Sun,UNK,40,WAS,30,September 20,H,315,521,0,2
1981,3,Sun,DEN,28,UNK,10,September 20,H,442,209,4,3
1981,3,Sun,CIN,17,CLE,20,September 20,A,281,422,0,0
1981,3,Sun,CHI,28,TB,17,September 20,H,247,450,1,3
1981,3,Sun,ATL,34,SF,17,September 20,H,363,386,0,3
1981,3,Mon,NE,21,DAL,35,September 21,A,333,455,7,1
1981,4,Sun,GB,13,MIN,30,September 27,A,316,410,2,3
1981,4,Sun,SEA,14,KC,20,September 27,A,359,381,1,2
1981,4,Sun,SF,21,NO,14,September 27,H,314,413,2,4
1981,4,Sun,PIT,27,NE,21,September 27,H,498,438,0,1
1981,4,Sun,NYJ,33,UNK,17,September 27,H,478,221,2,6
1981,4,Sun,PHI,36,WAS,13,September 27,H,221,337,1,3
1981,4,Sun,DET,16,OAK,0,September 27,H,260,131,3,2
1981,4,Sun,DEN,42,SD,24,September 27,H,453,349,3,5
1981,4,Sun,CLE,28,ATL,17,September 27,H,385,262,5,4
1981,4,Sun,CIN,27,BUF,24,September 27,H,429,389,2,1
1981,4,Sun,UNK,28,MIA,31,September 27,A,514,428,1,0
1981,4,Sun,TB,20,UNK,10,September 27,H,321,255,1,2
1981,4,Sun,DAL,18,NYG,10,September 27,H,317,343,0,3
1981,4,Mon,CHI,7,UNK,24,September 28,A,223,329,3,2
1981,5,Sun,NYG,14,GB,27,October 4,A,262,363,2,1
1981,5,Sun,NE,33,KC,17,October 4,H,451,327,2,4
1981,5,Sun,MIA,28,NYJ,28,October 4,T,399,546,0,3
1981,5,Sun,NO,6,PIT,20,October 4,A,180,406,5,3
1981,5,Sun,SD,24,SEA,10,October 4,H,371,292,2,1
1981,5,Sun,WAS,17,SF,30,October 4,A,304,296,6,2
1981,5,Sun,TB,28,DET,10,October 4,H,211,332,1,6
1981,5,Sun,OAK,0,DEN,17,October 4,A,168,252,6,0
1981,5,Sun,BUF,23,UNK,17,October 4,H,366,378,1,2
1981,5,Sun,MIN,24,CHI,21,October 4,H,345,396,1,2
1981,5,Sun,UNK,17,CIN,10,October 4,H,187,357,1,1
1981,5,Sun,UNK,27,CLE,16,October 4,H,410,318,1,1
1981,5,Sun,UNK,20,DAL,17,October 4,H,299,306,3,2
1981,5,Mon,PHI,16,ATL,13,October 5,H,268,339,1,3
1981,6,Sun,GB,10,TB,21,October 11,A,298,371,4,2
1981,6,Sun,KC,27,OAK,0,October 11,H,454,230,2,3
1981,6,Sun,SD,31,MIN,33,October 11,A,425,526,1,3
1981,6,Sun,NO,14,PHI,31,October 11,A,240,369,4,2
1981,6,Sun,NYJ,28,NE,24,October 11,H,297,454,3,4
1981,6,Sun,UNK,35,SEA,17,October 11,H,372,289,1,3
1981,6,Sun,DEN,27,DET,21,October 11,H,401,325,3,1
1981,6,Sun,SF,45,DAL,14,October 11,H,440,192,1,4
1981,6,Sun,NYG,34,UNK,14,October 11,H,377,285,1,4
1981,6,Sun,PIT,13,CLE,7,October 11,H,365,445,1,3
1981,6,Sun,UNK,19,CIN,41,October 11,A,350,378,4,0
1981,6,Sun,CHI,7,WAS,24,October 11,A,204,301,4,1
1981,6,Sun,ATL,35,UNK,37,October 11,A,349,252,3,2
1981,6,Mon,BUF,31,MIA,21,October 12,H,454,324,1,4
1981,7,Sun,GB,3,SF,13,October 18,A,241,337,1,1
1981,7,Sun,MIA,13,WAS,10,October 18,H,445,301,2,2
1981,7,Sun,MIN,35,PHI,23,October 18,H,334,403,0,4
1981,7,Sun,NE,38,UNK,10,October 18,H,436,309,4,4
1981,7,Sun,SEA,0,NYG,32,October 18,A,127,301,4,1
1981,7,Sun,OAK,18,TB,16,October 18,H,370,356,3,3
