Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
2011,1,Thu,GB,42,NO,34,September 8,H,399,477,0,1
2011,1,Sun,CHI,30,ATL,12,September 11,H,377,386,1,3
2011,1,Sun,JAC,16,TEN,14,September 11,H,323,292,1,1
2011,1,Sun,TB,20,DET,27,September 11,A,315,431,2,1
2011,1,Sun,STL,13,PHI,31,September 11,A,335,403,1,1
2011,1,Sun,BAL,35,PIT,7,September 11,H,385,312,0,7
2011,1,Sun,ARI,28,CAR,21,September 11,H,394,477,1,1
2011,1,Sun,NYJ,27,DAL,24,September 11,H,360,390,2,3
2011,1,Sun,WAS,28,NYG,14,September 11,H,332,315,1,1
2011,1,Sun,HOU,34,IND,7,September 11,H,384,236,3,2
2011,1,Sun,SD,24,MIN,17,September 11,H,407,187,2,1
2011,1,Sun,KC,7,BUF,41,September 11,A,213,364,3,1
2011,1,Sun,CLE,17,CIN,27,September 11,A,285,294,1,0
2011,1,Sun,SF,33,SEA,17,September 11,H,209,219,0,3
2011,1,Mon,DEN,20,OAK,23,September 12,A,310,289,3,1
2011,1,Mon,MIA,24,NE,38,September 12,A,488,622,1,1
2011,2,Sun,CAR,23,GB,30,September 18,A,475,419,4,1
2011,2,Sun,DET,48,KC,3,September 18,H,411,267,1,6
2011,2,Sun,NYJ,32,JAC,3,September 18,H,283,203,2,4
2011,2,Sun,NO,30,CHI,13,September 18,H,382,246,1,1
2011,2,Sun,IND,19,CLE,27,September 18,A,285,303,2,1
2011,2,Sun,SF,24,DAL,27,September 18,A,206,472,1,2
2011,2,Sun,WAS,22,ARI,21,September 18,H,455,324,2,2
2011,2,Sun,DEN,24,CIN,22,September 18,H,318,382,2,0
2011,2,Sun,MIA,13,HOU,23,September 18,A,306,345,2,0
2011,2,Sun,MIN,20,TB,24,September 18,A,398,335,1,1
2011,2,Sun,NE,35,SD,21,September 18,H,504,470,0,4
2011,2,Sun,PIT,24,SEA,0,September 18,H,421,164,0,0
2011,2,Sun,BUF,38,OAK,35,September 18,H,481,454,1,2
2011,2,Sun,TEN,26,BAL,13,September 18,H,432,229,1,3
2011,2,Sun,ATL,35,PHI,31,September 18,H,318,447,2,3
2011,2,Mon,NYG,28,STL,16,September 19,H,323,367,1,2
2011,3,Sun,IND,20,PIT,23,September 25,A,241,408,1,3
2011,3,Sun,CHI,17,GB,27,September 25,A,291,392,2,2
2011,3,Sun,MIN,23,DET,26,September 25,A,321,358,0,0
2011,3,Sun,TEN,17,DEN,14,September 25,H,333,231,2,2
2011,3,Sun,NO,40,HOU,33,September 25,H,454,473,2,1
2011,3,Sun,CLE,17,MIA,16,September 25,H,280,369,1,2
2011,3,Sun,STL,7,BAL,37,September 25,A,244,553,2,1
2011,3,Sun,PHI,16,NYG,29,September 25,A,376,334,3,0
2011,3,Sun,OAK,34,NYJ,24,September 25,H,383,439,0,2
2011,3,Sun,CIN,8,SF,13,September 25,A,228,226,3,1
2011,3,Sun,CAR,16,JAC,10,September 25,H,265,257,0,1
2011,3,Sun,TB,16,ATL,13,September 25,H,295,325,2,3
2011,3,Sun,SD,20,KC,17,September 25,H,375,252,2,1
2011,3,Sun,BUF,34,NE,31,September 25,H,448,495,2,4
2011,3,Sun,SEA,13,ARI,10,September 25,H,261,324,1,2
2011,3,Mon,DAL,18,WAS,16,September 26,H,375,298,2,2
2011,4,Sun,BAL,34,NYJ,17,October 2,H,267,150,3,4
2011,4,Sun,STL,10,WAS,17,October 2,A,172,339,1,2
2011,4,Sun,DAL,30,DET,34,October 2,A,434,303,3,1
2011,4,Sun,SEA,28,ATL,30,October 2,A,372,412,2,0
2011,4,Sun,KC,22,MIN,17,October 2,H,350,341,0,1
2011,4,Sun,CIN,23,BUF,20,October 2,H,458,273,2,0
2011,4,Sun,SD,26,MIA,16,October 2,H,411,248,0,2
2011,4,Sun,CLE,13,TEN,31,October 2,A,416,332,1,1
2011,4,Sun,OAK,19,NE,31,October 2,A,504,409,2,0
2011,4,Sun,JAC,10,NO,23,October 2,A,274,503,1,2
2011,4,Sun,ARI,27,NYG,31,October 2,A,368,360,2,2
2011,4,Sun,CHI,34,CAR,29,October 2,H,317,543,1,1
2011,4,Sun,HOU,17,PIT,10,October 2,H,318,296,0,1
2011,4,Sun,GB,49,DEN,23,October 2,H,507,384,2,4
2011,4,Sun,PHI,23,SF,24,October 2,A,513,442,3,1
2011,4,Mon,TB,24,IND,17,October 3,H,466,318,0,1
2011,5,Sun,MIN,34,ARI,10,October 9,H,332,291,1,4
2011,5,Sun,NYG,25,SEA,36,October 9,A,464,424,5,3
2011,5,Sun,NE,30,NYJ,21,October 9,H,446,255,1,0
2011,5,Sun,IND,24,KC,28,October 9,A,355,436,0,0
2011,5,Sun,PIT,38,TEN,17,October 9,H,431,306,1,1
2011,5,Sun,DEN,24,SD,29,October 9,A,275,418,1,2
2011,5,Sun,HOU,20,OAK,25,October 9,A,473,278,2,1
2011,5,Sun,SF,48,TB,3,October 9,H,418,272,1,3
2011,5,Sun,ATL,14,GB,25,October 9,A,251,426,2,1
2011,5,Sun,BUF,31,PHI,24,October 9,H,331,489,1,5
2011,5,Sun,JAC,20,CIN,30,October 9,A,296,239,2,1
2011,5,Sun,CAR,27,NO,30,October 9,A,381,444,1,1
2011,5,Mon,DET,24,CHI,13,October 10,H,395,359,1,0
2011,6,Sun,NE,20,DAL,16,October 16,H,371,377,4,2
2011,6,Sun,OAK,24,CLE,17,October 16,H,329,268,1,1
2011,6,Sun,CHI,39,MIN,10,October 16,H,377,286,1,0
2011,6,Sun,CIN,27,IND,17,October 16,H,358,273,0,3
2011,6,Sun,TB,26,NO,20,October 16,H,420,453,0,4
2011,6,Sun,WAS,13,PHI,20,October 16,A,287,422,4,2
2011,6,Sun,NYG,27,BUF,24,October 16,H,414,374,0,2
2011,6,Sun,DET,19,SF,25,October 16,A,310,314,0,2
2011,6,Sun,ATL,31,CAR,17,October 16,H,325,368,0,3
2011,6,Sun,BAL,29,HOU,14,October 16,H,402,293,2,0
2011,6,Sun,GB,24,STL,3,October 16,H,399,424,1,1
2011,6,Sun,PIT,17,JAC,13,October 16,H,370,209,0,0
2011,6,Mon,NYJ,24,MIA,6,October 17,H,296,308,1,3
2011,7,Sun,OAK,0,KC,28,October 23,A,322,300,6,2
2011,7,Sun,DAL,34,STL,7,October 23,H,445,265,1,2
2011,7,Sun,CLE,6,SEA,3,October 23,H,300,137,1,2
2011,7,Sun,MIA,15,DEN,18,October 23,A,267,308,1,1
2011,7,Sun,ARI,20,PIT,32,October 23,A,330,445,1,0
2011,7,Sun,TB,18,CHI,24,October 23,A,280,395,4,2
2011,7,Sun,NYJ,27,SD,21,October 23,H,318,268,2,2
2011,7,Sun,DET,16,ATL,23,October 23,A,263,328,1,2
2011,7,Sun,TEN,7,HOU,41,October 23,A,148,518,2,0
2011,7,Sun,MIN,27,GB,33,October 23,A,435,421,2,1
2011,7,Sun,CAR,33,WAS,20,October 23,H,407,353,0,3
2011,7,Sun,NO,62,IND,7,October 23,H,557,252,0,3
2011,7,Mon,JAC,12,BAL,7,October 24,H,205,146,1,2
2011,8,Sun,PIT,25,NE,17,October 30,H,427,213,1,0
2011,8,Sun,BUF,23,WAS,0,October 30,H,390,178,2,2
2011,8,Sun,BAL,30,ARI,27,October 30,H,405,207,2,1
2011,8,Sun,PHI,34,DAL,7,October 30,H,495,267,0,1
2011,8,Sun,NYG,20,MIA,17,October 30,H,402,246,0,1
2011,8,Sun,DEN,10,DET,45,October 30,A,312,376,3,0
2011,8,Sun,SF,20,CLE,10,October 30,H,348,290,0,2
2011,8,Sun,SEA,12,CIN,34,October 30,A,411,252,2,2
2011,8,Sun,CAR,21,MIN,24,October 30,A,405,361,2,1
2011,8,Sun,STL,31,NO,21,October 30,H,323,283,1,2
2011,8,Sun,TEN,27,IND,10,October 30,H,311,399,0,2
2011,8,Sun,HOU,24,JAC,14,October 30,H,358,174,2,2
2011,8,Mon,KC,23,SD,20,October 31,H,341,447,4,4
2011,9,Sun,BUF,11,NYJ,27,November 6,A,287,348,3,2
2011,9,Sun,TEN,17,CIN,24,November 6,A,328,319,1,0
2011,9,Sun,SD,38,GB,45,November 6,A,460,368,3,0
2011,9,Sun,OAK,24,DEN,38,November 6,A,416,412,3,0
2011,9,Sun,ARI,19,STL,13,November 6,H,262,383,0,1
2011,9,Sun,DAL,23,SEA,13,November 6,H,442,381,1,3
2011,9,Sun,KC,3,MIA,31,November 6,A,343,351,0,0
2011,9,Sun,IND,7,ATL,31,November 6,A,186,432,2,1
2011,9,Sun,HOU,30,CLE,12,November 6,H,380,172,1,2
2011,9,Sun,NE,20,NYG,24,November 6,A,438,361,4,2
2011,9,Sun,WAS,11,SF,19,November 6,A,303,326,3,1
2011,9,Sun,PIT,20,BAL,23,November 6,A,392,356,2,1
2011,9,Sun,NO,27,TB,16,November 6,H,453,365,1,0
2011,9,Mon,PHI,24,CHI,30,November 7,A,330,372,2,2
2011,10,Thu,SD,17,OAK,24,November 10,A,314,489,2,2
2011,10,Sun,KC,10,DEN,17,November 13,A,258,313,0,0
2011,10,Sun,NYJ,16,NE,37,November 13,A,378,389,3,0
2011,10,Sun,MIA,20,WAS,9,November 13,H,303,246,2,2
2011,10,Sun,CAR,3,TEN,30,November 13,A,279,383,2,1
2011,10,Sun,ATL,23,NO,26,November 13,A,481,363,1,0
2011,10,Sun,CIN,17,PIT,24,November 13,A,279,328,2,1
2011,10,Sun,CHI,37,DET,13,November 13,H,216,393,1,6
2011,10,Sun,SF,27,NYG,20,November 13,H,305,395,1,2
2011,10,Sun,DAL,44,BUF,7,November 13,H,433,271,0,4
2011,10,Sun,CLE,12,STL,13,November 13,A,335,281,1,2
2011,10,Sun,PHI,17,ARI,21,November 13,A,289,370,2,2
2011,10,Sun,SEA,22,BAL,17,November 13,H,327,323,0,3
2011,10,Sun,IND,3,JAC,17,November 13,A,212,251,3,1
2011,10,Sun,TB,9,HOU,37,November 13,A,231,420,4,0
2011,10,Mon,GB,45,MIN,7,November 14,H,356,266,1,1
2011,11,Thu,DEN,17,NYJ,13,November 17,H,229,318,1,2
2011,11,Sun,CLE,14,JAC,10,November 20,H,334,303,1,0
2011,11,Sun,DET,49,CAR,35,November 20,H,495,409,3,4
2011,11,Sun,GB,35,TB,26,November 20,H,378,455,1,2
2011,11,Sun,STL,7,SEA,24,November 20,A,185,289,3,2
2011,11,Sun,BAL,31,CIN,24,November 20,H,373,483,1,3
2011,11,Sun,SF,23,ARI,7,November 20,H,431,229,1,5
2011,11,Sun,CHI,31,SD,20,November 20,H,378,332,1,3
2011,11,Sun,ATL,23,TEN,17,November 20,H,432,298,1,1
2011,11,Sun,NYG,10,PHI,17,November 20,A,278,391,2,3
2011,11,Sun,WAS,24,DAL,27,November 20,A,339,353,2,0
2011,11,Sun,MIN,21,OAK,27,November 20,A,311,301,5,1
2011,11,Sun,MIA,35,BUF,8,November 20,H,242,245,0,2
2011,11,Mon,NE,34,KC,3,November 21,H,380,334,1,3
2011,12,Thu,DAL,20,MIA,19,November 24,H,303,352,2,1
2011,12,Thu,BAL,16,SF,6,November 24,H,253,170,0,1
2011,12,Thu,DET,15,GB,27,November 24,A,409,349,3,0
2011,12,Sun,TEN,23,TB,17,November 27,H,352,308,4,5
2011,12,Sun,KC,9,PIT,13,November 27,A,252,290,4,2
2011,12,Sun,PHI,20,NE,38,November 27,A,466,457,1,0
2011,12,Sun,NYJ,28,BUF,24,November 27,H,318,336,2,0
