Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1923,1,Sun,UNK,10,UNK,7,September 30,H,0,0,0,0
1923,1,Sun,UNK,3,CHI,0,September 30,H,0,0,0,0
1923,1,Sun,GB,12,UNK,0,September 30,H,0,0,0,0
1923,1,Sun,UNK,13,UNK,2,September 30,H,0,0,0,0
1923,1,Sun,UNK,17,UNK,0,September 30,H,0,0,0,0
1923,1,Sun,UNK,7,UNK,6,September 30,H,0,0,0,0
1923,1,Sun,UNK,3,UNK,0,September 30,H,0,0,0,0
1923,1,Sun,UNK,7,UNK,7,September 30,T,0,0,0,0
1923,1,Sun,UNK,0,UNK,0,October 7,T,0,0,0,0
1923,2,Sun,UNK,7,UNK,0,October 7,H,0,0,0,0
1923,2,Sun,UNK,0,CHI,3,October 7,A,0,0,0,0
1923,2,Sun,UNK,9,UNK,0,October 7,H,0,0,0,0
1923,2,Sun,GB,0,UNK,0,October 7,T,0,0,0,0
1923,2,Sun,UNK,37,UNK,0,October 7,H,0,0,0,0
1923,2,Sun,UNK,60,UNK,0,October 7,H,0,0,0,0
1923,2,Sun,UNK,0,UNK,0,October 7,T,0,0,0,0
1923,2,Sun,UNK,7,UNK,0,October 7,H,0,0,0,0
1923,2,Sun,UNK,0,UNK,10,October 7,A,0,0,0,0
1923,2,Sun,UNK,56,UNK,0,October 14,H,0,0,0,0
1923,3,Sun,UNK,0,UNK,3,October 14,A,0,0,0,0
1923,3,Sun,GB,0,CHI,3,October 14,A,0,0,0,0
1923,3,Sun,UNK,19,UNK,0,October 14,H,0,0,0,0
1923,3,Sun,UNK,0,UNK,0,October 14,T,0,0,0,0
1923,3,Sun,UNK,30,UNK,0,October 14,H,0,0,0,0
1923,3,Sun,UNK,7,UNK,7,October 14,T,0,0,0,0
1923,3,Sun,UNK,23,UNK,0,October 14,H,0,0,0,0
1923,2,Sun,UNK,6,UNK,0,October 21,H,0,0,0,0
1923,3,Sun,UNK,3,UNK,0,October 21,H,0,0,0,0
1923,4,Sun,UNK,34,UNK,0,October 21,H,0,0,0,0
1923,4,Sun,UNK,6,UNK,3,October 21,H,0,0,0,0
1923,4,Sun,UNK,9,UNK,0,October 21,H,0,0,0,0
1923,4,Sun,GB,12,UNK,0,October 21,H,0,0,0,0
1923,4,Sun,UNK,9,UNK,7,October 21,H,0,0,0,0
1923,4,Sun,CHI,0,UNK,6,October 21,A,0,0,0,0
