Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1979,1,Sat,TB,31,DET,16,September 1,H,334,231,1,3
1979,1,Sun,SEA,16,SD,33,September 2,A,334,356,6,1
1979,1,Sun,UNK,17,OAK,24,September 2,A,340,240,4,1
1979,1,Sun,WAS,27,UNK,29,September 2,A,246,365,3,3
1979,1,Sun,PHI,23,NYG,17,September 2,H,315,285,2,2
1979,1,Sun,MIN,28,SF,22,September 2,H,397,352,2,2
1979,1,Sun,NO,34,ATL,40,September 2,A,512,552,2,2
1979,1,Sun,UNK,21,DAL,22,September 2,A,342,455,2,1
1979,1,Sun,KC,14,UNK,0,September 2,H,211,308,1,2
1979,1,Sun,NYJ,22,CLE,25,September 2,A,390,423,2,4
1979,1,Sun,DEN,10,CIN,0,September 2,H,399,232,0,0
1979,1,Sun,CHI,6,GB,3,September 2,H,300,149,2,1
1979,1,Sun,BUF,7,MIA,9,September 2,A,121,293,1,1
1979,1,Mon,NE,13,PIT,16,September 3,A,244,309,2,2
1979,2,Thu,DEN,9,UNK,13,September 6,A,179,277,2,0
1979,2,Sun,PIT,38,UNK,7,September 9,H,256,124,2,6
1979,2,Sun,NE,56,NYJ,3,September 9,H,597,134,3,6
1979,2,Sun,MIA,19,SEA,10,September 9,H,315,345,2,4
1979,2,Sun,GB,28,NO,19,September 9,H,309,474,2,2
1979,2,Sun,DET,24,WAS,27,September 9,A,374,321,6,2
1979,2,Sun,SD,30,OAK,10,September 9,H,349,283,3,3
1979,2,Sun,SF,13,DAL,21,September 9,A,294,347,2,1
1979,2,Sun,NYG,14,UNK,27,September 9,A,128,348,3,4
1979,2,Sun,UNK,26,TB,29,September 9,A,206,294,4,5
1979,2,Sun,KC,24,CLE,27,September 9,A,248,402,1,2
1979,2,Sun,CHI,26,MIN,7,September 9,H,329,159,2,1
1979,2,Sun,BUF,51,CIN,24,September 9,H,455,335,2,3
1979,2,Mon,PHI,10,ATL,14,September 10,A,241,247,2,2
1979,3,Sun,UNK,27,SF,24,September 16,H,387,239,1,1
1979,3,Sun,SEA,27,OAK,10,September 16,H,419,431,0,4
1979,3,Sun,NO,14,PHI,26,September 16,A,235,361,2,0
1979,3,Sun,MIN,12,MIA,27,September 16,A,243,319,4,3
1979,3,Sun,UNK,20,KC,6,September 16,H,345,280,1,5
1979,3,Sun,GB,10,TB,21,September 16,A,274,367,3,1
1979,3,Sun,NYJ,31,DET,10,September 16,H,387,229,1,3
1979,3,Sun,UNK,21,PIT,24,September 16,A,212,398,1,4
1979,3,Sun,ATL,17,DEN,20,September 16,A,382,369,0,2
1979,3,Sun,SD,27,BUF,19,September 16,H,339,298,1,0
1979,3,Sun,DAL,24,CHI,20,September 16,H,420,318,3,2
1979,3,Sun,CIN,14,NE,20,September 16,A,198,332,1,0
1979,3,Sun,CLE,13,UNK,10,September 16,H,321,283,2,0
1979,3,Mon,WAS,27,NYG,0,September 17,H,282,206,2,2
1979,4,Sun,MIN,27,GB,21,September 23,H,376,249,2,1
1979,4,Sun,KC,35,OAK,7,September 23,H,292,121,2,4
1979,4,Sun,SF,21,NO,30,September 23,A,341,512,4,2
1979,4,Sun,NE,27,SD,21,September 23,H,291,232,2,2
1979,4,Sun,NYG,13,PHI,17,September 23,A,229,326,2,3
1979,4,Sun,TB,21,UNK,6,September 23,H,249,186,3,4
1979,4,Sun,DEN,37,SEA,34,September 23,H,344,350,3,4
1979,4,Sun,UNK,7,WAS,17,September 23,A,376,191,5,1
1979,4,Sun,DET,24,ATL,23,September 23,H,400,270,1,1
1979,4,Sun,BUF,46,NYJ,31,September 23,H,497,416,1,4
1979,4,Sun,MIA,31,CHI,16,September 23,H,389,240,1,2
1979,4,Sun,CIN,27,UNK,30,September 23,A,265,361,2,3
1979,4,Sun,PIT,17,UNK,13,September 23,H,392,285,4,2
1979,4,Mon,CLE,26,DAL,7,September 24,H,311,394,1,5
1979,5,Sun,SD,31,SF,9,September 30,H,317,242,2,3
1979,5,Sun,PHI,17,PIT,14,September 30,H,283,308,2,4
1979,5,Sun,NO,24,NYG,14,September 30,H,362,285,3,3
1979,5,Sun,NYJ,33,MIA,27,September 30,H,354,354,1,1
1979,5,Sun,SEA,6,KC,24,September 30,A,312,230,2,1
1979,5,Sun,DET,10,MIN,13,September 30,A,193,287,2,2
1979,5,Sun,OAK,27,DEN,3,September 30,H,277,291,0,3
1979,5,Sun,UNK,21,UNK,0,September 30,H,392,231,2,3
1979,5,Sun,ATL,7,WAS,16,September 30,A,156,359,3,1
1979,5,Sun,UNK,13,BUF,31,September 30,A,349,374,2,2
1979,5,Sun,CHI,13,TB,17,September 30,A,234,373,3,3
1979,5,Sun,DAL,38,CIN,13,September 30,H,370,285,1,3
1979,5,Sun,UNK,31,CLE,10,September 30,H,270,309,0,4
1979,5,Mon,GB,27,NE,14,October 1,H,317,401,2,6
1979,6,Sun,SF,24,SEA,35,October 7,A,464,310,2,0
1979,6,Sun,PHI,28,WAS,17,October 7,H,352,318,0,1
1979,6,Sun,NYG,17,TB,14,October 7,H,220,273,1,3
1979,6,Sun,NO,17,UNK,35,October 7,A,234,295,6,2
1979,6,Sun,NE,24,DET,17,October 7,H,251,211,2,3
1979,6,Sun,DEN,7,SD,0,October 7,H,193,374,1,4
1979,6,Sun,MIN,20,DAL,36,October 7,A,240,446,2,2
1979,6,Sun,UNK,17,UNK,24,October 7,A,222,447,3,4
1979,6,Sun,ATL,25,GB,7,October 7,H,286,275,1,3
1979,6,Sun,BUF,0,CHI,7,October 7,A,106,258,2,2
1979,6,Sun,CIN,7,KC,10,October 7,A,221,200,2,2
1979,6,Sun,CLE,35,PIT,51,October 7,A,458,522,5,1
1979,6,Sun,UNK,10,NYJ,8,October 7,H,276,358,2,3
1979,6,Mon,OAK,13,MIA,3,October 8,H,209,226,0,3
1979,7,Sun,SD,20,SEA,10,October 14,H,391,280,0,1
1979,7,Sun,NYG,32,SF,16,October 14,H,377,353,2,3
1979,7,Sun,TB,14,NO,42,October 14,A,374,397,4,1
1979,7,Sun,GB,24,DET,16,October 14,H,298,247,2,2
1979,7,Sun,KC,10,DEN,24,October 14,A,166,344,2,1
1979,7,Sun,DAL,30,UNK,6,October 14,H,403,158,1,3
1979,7,Sun,UNK,20,PHI,24,October 14,A,322,262,3,4
1979,7,Sun,UNK,16,UNK,28,October 14,A,189,247,4,2
1979,7,Sun,OAK,50,ATL,19,October 14,H,347,434,0,6
1979,7,Sun,MIA,17,BUF,7,October 14,H,279,178,1,1
1979,7,Sun,CHI,7,NE,27,October 14,A,169,360,2,2
1979,7,Sun,CIN,34,PIT,10,October 14,H,284,327,4,9
1979,7,Sun,CLE,9,WAS,13,October 14,A,304,310,3,1
1979,7,Mon,NYJ,14,MIN,7,October 15,H,245,310,0,7
1979,8,Sun,KC,17,NYG,21,October 21,A,463,226,4,1
1979,8,Sun,NE,28,MIA,13,October 21,H,299,204,1,5
1979,8,Sun,NYJ,28,OAK,19,October 21,H,328,459,3,5
1979,8,Sun,SEA,34,UNK,14,October 21,H,391,243,2,3
1979,8,Sun,WAS,17,PHI,7,October 21,H,327,200,3,4
1979,8,Sun,UNK,16,SD,40,October 21,A,337,391,8,2
1979,8,Sun,TB,21,GB,3,October 21,H,313,299,1,4
1979,8,Sun,NO,17,DET,7,October 21,H,284,197,3,4
1979,8,Sun,DAL,22,UNK,13,October 21,H,319,235,3,2
1979,8,Sun,CLE,28,CIN,27,October 21,H,315,395,3,2
1979,8,Sun,MIN,30,CHI,27,October 21,H,267,496,2,4
1979,8,Sun,BUF,13,UNK,14,October 21,A,324,261,2,2
1979,8,Sun,SF,20,ATL,15,October 21,H,397,214,2,2
1979,8,Mon,PIT,42,DEN,7,October 22,H,530,329,3,3
1979,9,Thu,OAK,45,SD,22,October 25,H,339,380,0,3
1979,9,Sun,UNK,27,NYJ,24,October 28,H,311,357,1,3
1979,9,Sun,UNK,14,NYG,20,October 28,A,366,234,4,1
1979,9,Sun,WAS,10,NO,14,October 28,A,225,233,1,2
1979,9,Sun,MIN,10,TB,12,October 28,A,330,360,1,1
1979,9,Sun,MIA,27,GB,7,October 28,H,475,196,1,3
1979,9,Sun,DEN,20,KC,3,October 28,H,381,210,2,3
1979,9,Sun,PIT,14,DAL,3,October 28,H,288,278,0,1
1979,9,Sun,UNK,31,NE,26,October 28,H,396,408,4,2
1979,9,Sun,UNK,20,CLE,38,October 28,A,282,418,3,2
1979,9,Sun,CIN,37,PHI,13,October 28,H,290,260,0,4
1979,9,Sun,SF,27,CHI,28,October 28,A,455,352,2,2
1979,9,Sun,DET,17,BUF,20,October 28,A,377,424,1,3
1979,9,Mon,ATL,28,SEA,31,October 29,A,315,411,2,4
1979,10,Sun,PIT,38,WAS,7,November 4,H,545,237,3,4
1979,10,Sun,SEA,0,UNK,24,November 4,A,-7,475,1,1
1979,10,Sun,KC,14,SD,20,November 4,A,283,315,4,2
1979,10,Sun,GB,22,NYJ,27,November 4,A,395,382,4,2
1979,10,Sun,DEN,10,NO,3,November 4,H,349,239,3,1
1979,10,Sun,NYG,14,DAL,16,November 4,A,249,344,1,1
1979,10,Sun,UNK,37,MIN,7,November 4,H,467,333,3,4
1979,10,Sun,PHI,19,CLE,24,November 4,A,435,341,4,3
1979,10,Sun,UNK,38,CIN,28,November 4,H,355,351,0,3
1979,10,Sun,CHI,35,DET,7,November 4,H,308,199,0,5
1979,10,Sun,BUF,6,NE,26,November 4,A,264,438,5,3
1979,10,Sun,ATL,17,TB,14,November 4,H,266,268,1,3
1979,10,Sun,OAK,23,SF,10,November 4,H,309,363,5,6
1979,10,Mon,MIA,6,UNK,9,November 5,A,240,190,4,0
1979,11,Sun,KC,3,PIT,30,November 11,A,127,355,3,2
1979,11,Sun,GB,19,MIN,7,November 11,H,293,347,3,5
1979,11,Sun,DET,14,TB,16,November 11,A,267,286,3,1
1979,11,Sun,DEN,45,NE,10,November 11,H,289,92,3,3
1979,11,Sun,UNK,31,OAK,17,November 11,H,348,294,2,3
1979,11,Sun,WAS,30,UNK,28,November 11,H,327,331,1,4
1979,11,Sun,MIA,19,UNK,0,November 11,H,247,231,3,3
1979,11,Sun,CLE,24,SEA,29,November 11,A,373,427,3,1
1979,11,Sun,CIN,24,SD,26,November 11,A,254,324,0,4
1979,11,Sun,CHI,27,UNK,23,November 11,H,272,321,0,3
1979,11,Sun,NYJ,12,BUF,14,November 11,A,237,270,3,0
1979,11,Sun,NYG,24,ATL,3,November 11,H,219,249,4,4
1979,11,Sun,NO,31,SF,20,November 11,H,368,393,1,1
1979,11,Mon,DAL,21,PHI,31,November 12,A,408,328,3,0
1979,12,Sun,SD,35,PIT,7,November 18,H,218,191,4,8
1979,12,Sun,TB,31,NYG,3,November 18,H,363,200,0,4
1979,12,Sun,SEA,38,NO,24,November 18,H,521,420,1,1
1979,12,Sun,OAK,21,KC,24,November 18,A,339,363,3,1
1979,12,Sun,MIN,14,DET,7,November 18,H,295,167,1,3
1979,12,Sun,SF,28,DEN,38,November 18,A,240,369,2,2
1979,12,Sun,WAS,34,DAL,20,November 18,H,306,384,0,5
1979,12,Sun,PHI,16,UNK,13,November 18,H,287,306,0,0
1979,12,Sun,NE,50,UNK,21,November 18,H,417,263,1,3
1979,12,Sun,CLE,30,MIA,24,November 18,H,493,317,2,3
1979,12,Sun,UNK,42,CIN,21,November 18,H,485,306,3,6
1979,12,Sun,CHI,23,NYJ,13,November 18,H,254,320,0,3
1979,12,Sun,BUF,19,GB,12,November 18,H,400,290,1,5
1979,12,Mon,UNK,20,ATL,14,November 19,H,339,336,3,4
1979,13,Thu,DET,20,CHI,0,November 22,H,331,220,3,3
1979,13,Thu,DAL,24,UNK,30,November 22,A,371,378,3,0
1979,13,Sun,NYG,14,WAS,6,November 25,H,267,225,1,1
1979,13,Sun,TB,22,MIN,23,November 25,A,425,268,1,2
1979,13,Sun,SD,28,KC,7,November 25,H,460,190,1,1
1979,13,Sun,GB,10,PHI,21,November 25,A,331,347,3,0
1979,13,Sun,SF,20,UNK,26,November 25,A,374,322,3,3
1979,13,Sun,DEN,10,OAK,14,November 25,A,382,376,3,2
1979,13,Sun,UNK,24,MIA,28,November 25,A,416,265,3,1
1979,13,Sun,PIT,33,CLE,30,November 25,H,606,345,3,1
1979,13,Sun,CIN,34,UNK,28,November 25,H,342,480,0,6
1979,13,Sun,NE,13,BUF,16,November 25,A,309,281,4,2
1979,13,Sun,ATL,6,NO,37,November 25,A,237,415,6,2
1979,13,Mon,SEA,30,NYJ,7,November 26,H,399,365,1,2
1979,14,Thu,MIA,39,NE,24,November 29,H,322,420,2,6
1979,14,Sun,PHI,44,DET,7,December 2,H,384,180,2,1
1979,14,Sun,WAS,38,GB,21,December 2,H,437,274,1,3
1979,14,Sun,KC,37,SEA,21,December 2,H,331,275,2,5
1979,14,Sun,UNK,27,MIN,21,December 2,H,300,409,3,4
1979,14,Sun,DAL,28,NYG,7,December 2,H,316,197,0,3
1979,14,Sun,UNK,13,SF,10,December 2,H,286,290,1,2
1979,14,Sun,NYJ,30,UNK,17,December 2,H,368,343,1,3
1979,14,Sun,CLE,14,UNK,7,December 2,H,335,249,2,2
1979,14,Sun,PIT,37,CIN,17,December 2,H,478,340,1,1
1979,14,Sun,TB,0,CHI,14,December 2,A,238,164,5,1
1979,14,Sun,BUF,16,DEN,19,December 2,A,398,226,7,4
1979,14,Sun,SD,26,ATL,28,December 2,A,410,375,2,2
1979,14,Mon,NO,35,OAK,42,December 3,A,289,406,2,3
1979,15,Sat,SEA,28,DEN,23,December 8,H,382,363,2,3
1979,15,Sat,PHI,17,DAL,24,December 8,A,284,279,1,1
1979,15,Sun,NYJ,27,NE,26,December 9,H,281,320,0,1
1979,15,Sun,NO,0,SD,35,December 9,A,231,400,2,0
1979,15,Sun,DET,10,MIA,28,December 9,A,182,321,3,2
1979,15,Sun,MIN,10,BUF,3,December 9,H,189,291,1,2
1979,15,Sun,SF,23,TB,7,December 9,H,327,263,1,6
1979,15,Sun,UNK,29,NYG,20,December 9,H,406,257,2,5
1979,15,Sun,UNK,7,KC,10,December 9,A,298,302,4,2
1979,15,Sun,OAK,19,CLE,14,December 9,H,326,274,2,3
1979,15,Sun,WAS,28,CIN,14,December 9,H,420,345,2,0
1979,15,Sun,GB,14,CHI,15,December 9,A,306,267,5,2
1979,15,Sun,ATL,13,UNK,34,December 9,A,347,348,5,2
1979,15,Mon,UNK,20,PIT,17,December 10,H,350,338,0,2
1979,16,Sat,MIA,24,NYJ,27,December 15,A,384,322,4,4
1979,16,Sat,DET,13,GB,18,December 15,A,228,287,3,0
