Year,Week,Day,Home,Home Score,Away,Away Score,Date,Result,Home Yards,Away Yards,Home Turnovers,Away Turnovers
1931,1,Sun,UNK,14,UNK,0,September 13,H,0,0,0,0
1931,1,Sun,GB,26,UNK,0,September 13,H,0,0,0,0
1931,1,Fri,CHI,21,UNK,0,September 18,H,0,0,0,0
1931,2,Sun,GB,32,UNK,6,September 20,H,0,0,0,0
1931,1,Wed,UNK,13,UNK,3,September 23,H,0,0,0,0
1931,3,Sat,UNK,6,UNK,0,September 26,H,0,0,0,0
1931,1,Sun,UNK,6,NYG,14,September 27,A,0,0,0,0
1931,2,Sun,GB,7,CHI,0,September 27,H,0,0,0,0
1931,3,Wed,UNK,14,NYG,6,September 30,H,0,0,0,0
1931,4,Fri,UNK,0,UNK,20,October 2,A,0,0,0,0
1931,2,Sun,UNK,0,UNK,0,October 4,T,0,0,0,0
1931,4,Sun,GB,27,NYG,7,October 4,H,0,0,0,0
1931,5,Sun,UNK,9,UNK,7,October 4,H,0,0,0,0
1931,4,Wed,UNK,6,UNK,0,October 7,H,0,0,0,0
1931,3,Sat,UNK,0,UNK,6,October 10,A,0,0,0,0
1931,2,Sun,GB,26,UNK,7,October 11,H,0,0,0,0
1931,3,Sun,CHI,6,NYG,0,October 11,H,0,0,0,0
1931,6,Sun,UNK,18,UNK,6,October 11,H,0,0,0,0
1931,5,Thu,UNK,19,UNK,0,October 15,H,0,0,0,0
1931,4,Sun,CHI,26,UNK,13,October 18,H,0,0,0,0
1931,5,Sun,UNK,6,UNK,13,October 18,A,0,0,0,0
1931,5,Sun,NYG,7,UNK,0,October 18,H,0,0,0,0
1931,5,Sun,GB,15,UNK,0,October 18,H,0,0,0,0
1931,7,Sun,UNK,0,UNK,19,October 18,A,0,0,0,0
1931,5,Sun,CHI,12,UNK,13,October 25,A,0,0,0,0
1931,7,Sun,GB,48,UNK,20,October 25,H,0,0,0,0
1931,7,Sun,UNK,7,UNK,20,October 25,A,0,0,0,0
1931,8,Sun,NYG,27,UNK,0,October 25,H,0,0,0,0
1931,8,Sat,UNK,0,UNK,14,October 31,A,0,0,0,0
1931,6,Sun,UNK,7,UNK,7,November 1,T,0,0,0,0
1931,6,Sun,CHI,2,GB,6,November 1,A,0,0,0,0
1931,9,Sun,UNK,7,UNK,14,November 1,A,0,0,0,0
1931,9,Sun,NYG,14,UNK,0,November 1,H,0,0,0,0
1931,10,Wed,UNK,13,UNK,0,November 4,H,0,0,0,0
1931,6,Sun,UNK,6,UNK,14,November 8,A,0,0,0,0
1931,7,Sun,CHI,9,UNK,6,November 8,H,0,0,0,0
1931,8,Sun,NYG,13,UNK,0,November 8,H,0,0,0,0
1931,9,Sun,GB,26,UNK,0,November 8,H,0,0,0,0
1931,11,Sun,UNK,7,UNK,0,November 8,H,0,0,0,0
1931,11,Wed,UNK,14,UNK,12,November 11,H,0,0,0,0
1931,6,Sun,UNK,21,GB,13,November 15,H,0,0,0,0
1931,7,Sun,UNK,14,UNK,6,November 15,H,0,0,0,0
1931,8,Sun,UNK,6,UNK,0,November 15,H,0,0,0,0
1931,8,Sun,NYG,6,CHI,12,November 15,A,0,0,0,0
1931,8,Sat,UNK,13,UNK,7,November 21,H,0,0,0,0
1931,7,Sun,UNK,20,UNK,19,November 22,H,0,0,0,0
1931,9,Sun,UNK,16,UNK,7,November 22,H,0,0,0,0
1931,11,Sun,NYG,10,GB,14,November 22,A,0,0,0,0
1931,12,Sun,UNK,0,CHI,26,November 22,A,0,0,0,0
1931,10,Thu,CHI,18,UNK,7,November 26,H,0,0,0,0
1931,11,Thu,UNK,9,NYG,6,November 26,H,0,0,0,0
1931,12,Thu,UNK,7,GB,38,November 26,A,0,0,0,0
1931,10,Sat,UNK,21,UNK,0,November 28,H,0,0,0,0
1931,11,Sun,UNK,3,CHI,0,November 29,H,0,0,0,0
1931,12,Sun,NYG,0,UNK,0,November 29,T,0,0,0,0
1931,13,Sun,UNK,0,GB,7,November 29,A,0,0,0,0
1931,12,Sun,CHI,7,GB,6,December 6,H,0,0,0,0
1931,14,Sun,UNK,6,NYG,19,December 6,A,0,0,0,0
1931,13,Sun,CHI,6,NYG,25,December 13,A,0,0,0,0
